DATE,AG,AL,C,CU,J,JM,L,M,MA,NI,P,PB,PP,Y,ZC,ZN
2011/9/1,,-0.000595137,0.001284844,-0.002455803,-0.000848988,,-0.021618104,-0.004847475,,,-0.001230553,-0.009050138,,-0.001897453,,-0.008899764
2011/9/2,,-0.000928843,0.001080221,-0.005305703,-0.008815124,,-3.75E-05,-0.000532972,,,7.16E-05,-0.010104683,,0.004791142,,-0.007843216
2011/9/5,,-0.005026509,0.001792884,-0.01041057,-1.25E-05,,-0.006160722,-0.001567705,,,-0.004951669,-0.00476752,,-0.005560029,,-0.006973334
2011/9/6,,-0.003100345,0.001391027,-0.001923252,0.009422411,,0.001524218,-0.006491771,,,-0.006442506,-0.006560691,,-0.004241577,,-0.005058023
2011/9/7,,0.006245437,-0.000238907,0.011937499,0.003770197,,0.016340549,0.007127442,,,0.01118711,0.013844078,,0.010472104,,0.017395805
2011/9/8,,0.000768283,-0.000914058,-0.001081086,-0.004590891,,-0.003891522,-0.008451616,,,-0.001696055,-0.003253622,,-0.00186539,,-0.003982425
2011/9/9,,0.002627899,0.000969082,-0.001296608,0.001207723,,-0.000325097,0.003441682,,,0.006170335,-0.001084042,,0.00243759,,0.003295098
2011/9/13,,-0.005480167,-0.000658606,-0.019720508,-0.003976194,,-0.004343986,-0.019672166,,,-0.017053391,-0.00795539,,-0.016293049,,-0.010345071
2011/9/14,,-0.006889974,-0.006421214,-0.019415207,-0.004935282,,-0.011378104,-0.012168588,,,-0.011040715,-0.005418648,,-0.008984455,,-0.013905779
2011/9/15,,0.00269305,0.000953319,0.000693236,0.017180365,,0.004375043,0.002079236,,,0.002521411,-0.00587451,,0.000183644,,0.002657924
2011/9/16,,-0.000571827,0.001788409,0.013123874,0.006224999,,0.005490593,-0.003505205,,,-0.002061617,0.008356228,,-0.003121038,,0.006518497
2011/9/19,,-0.014465984,-0.002322657,-0.037325158,-0.00977725,,-0.054548256,-0.015318822,,,-0.01858031,-0.032966066,,-0.014341569,,-0.037801668
2011/9/20,,0.004671343,0.004905429,-0.006816679,-0.002359125,,-0.003093709,0.003901053,,,0.007816816,-0.002776511,,0.00702018,,0.005515129
2011/9/21,,0.00540182,-0.002227322,7.93E-05,0.009630269,,0.002589922,-0.001819954,,,-0.001347791,0.005286329,,-0.002284413,,0.005122304
2011/9/22,,-0.010318534,-0.005082787,-0.043489635,-0.018664996,,-0.050953516,-0.02024504,,,-0.01921364,-0.044650239,,-0.018629013,,-0.035753883
2011/9/23,,-0.030424546,-0.021996285,-0.054284289,-0.021626875,,-0.021509357,-0.026147125,,,-0.031097256,-0.048308466,,-0.034111422,,-0.050684865
2011/9/26,,-0.02721665,-0.015603975,-0.064292267,-0.031297698,,-0.033323066,-0.022185393,,,-0.044021807,-0.054877689,,-0.036458478,,-0.046661218
2011/9/27,,0.031770296,0.016068535,0.032929595,0.015439354,,0.048499141,0.023807389,,,0.027086436,0.052108535,,0.026714205,,0.045141328
2011/9/28,,0.003565361,-0.008314707,0.002325247,-0.008658524,,-0.016266151,-0.013243003,,,-0.012415443,0.008361572,,-0.013473131,,0.001717823
2011/9/29,,-0.008508125,-0.008559787,-0.046881681,-0.031498705,,-0.012559832,-0.017900383,,,-0.023252824,-0.012578897,,-0.019623647,,-0.020582447
2011/9/30,,0.009571404,0.009565121,0.041517295,0.007683404,,0.021921096,0.014765771,,,0.028849673,0.036571643,,0.025568363,,0.048510987
2011/10/10,,0.001416846,-0.006625771,-0.005402469,0.004421959,,-0.012968211,-0.024903465,,,-0.033876007,-0.005720389,,-0.027533596,,-0.018327038
2011/10/11,,0.000622594,-0.021086794,-0.004591224,0.003196119,,-0.001272883,-0.008313371,,,0.000710626,0.001524927,,-0.003901562,,0.001336205
2011/10/12,,0.002465483,0.012170249,0.012290059,0.004235592,,0.003598035,0.027416642,,,0.02265955,0.007545327,,0.02239144,,0.004896447
2011/10/13,,-0.005154584,-0.002340671,-0.00063817,-0.001414794,,-0.01563011,0.004826048,,,0.001595775,0.002111083,,0.001732263,,-0.003247935
2011/10/14,,0.00155196,0.017600769,0.020154124,-0.001422466,,0.015221934,0.007984229,,,0.004539279,0.008416318,,0.006824798,,0.009043955
2011/10/17,,-0.003620449,-0.002394102,-0.002127227,-0.020648173,,0.001471523,-0.001962159,,,0.005962039,-0.00193911,,0.002597032,,-0.002745766
2011/10/18,,-0.013851585,-0.009495695,-0.036256349,-0.014370948,,-0.024863626,-0.017792425,,,-0.022035497,-0.038827101,,-0.019651385,,-0.048464118
2011/10/19,,0.001522142,0.001860442,0.003812668,-0.003704032,,-0.007570666,0.00668055,,,0.00417974,0.003679004,,0.00391341,,0.005045347
2011/10/20,,-0.018654804,-0.00840192,-0.055543082,-0.046057679,,-0.041528809,-0.015633442,,,-0.023586052,-0.044905007,,-0.019902317,,-0.050811077
2011/10/21,,0.007194656,0.007170072,0.014937033,0.015175293,,-0.020419562,0.015599767,,,0.015589812,0.030863028,,0.01376935,,0.031984923
2011/10/24,,0.017118435,0.003059999,0.058590736,0.022002017,,0.061722994,0.007221564,,,0.015966786,0.053548828,,0.011302453,,0.051788736
2011/10/25,,-0.007012965,0.000132481,0.034690424,0.003507176,,0.017817869,-0.00152075,,,0.00116292,0.00172237,,0.002467139,,-0.000185693
2011/10/26,,-0.00027541,-0.000311882,0.008701038,7.77E-06,,0.02318436,-0.001135989,,,-0.003844849,-0.003320597,,-0.002484666,,-0.006021699
2011/10/27,,0.003559216,0.00140349,0.014164434,0.002385607,,0.007794971,0.006956693,,,0.015390726,0.00626582,,0.013068653,,0.013318213
2011/10/28,,0.003220282,-0.000758129,0.021071706,0.004189412,,0.009531569,-0.007984214,,,-0.003842016,0.020816068,,-0.006646384,,0.018179127
2011/10/31,,-0.00662523,-0.008759898,-0.016976473,-0.009696302,,-0.019513841,-0.014461352,-0.002386661,,-0.012540418,-0.005413119,,-0.014976489,,-0.006007278
2011/11/1,,-0.002635622,-8.39E-06,-0.009361037,-0.00261259,,0.005981853,0.000999985,-0.000661291,,-0.002201227,-0.001240371,,-0.001189707,,-0.001671834
2011/11/2,,-0.003690653,0.004417761,0.015721114,-0.003648021,,0.024146233,0.006057829,-0.002985641,,0.009978508,-0.000640789,,0.011249126,,0.001538799
2011/11/3,,-0.008142971,-0.005041782,-0.031642944,-0.006186737,,-0.014606807,-0.008842451,-0.002304991,,-0.013421275,-0.011980729,,-0.013090991,,-0.017858737
2011/11/4,,0.014333484,-0.004325135,0.044757218,0.016519262,,0.035882407,0.009910947,0.007973688,,0.019154567,0.023416404,,0.014490695,,0.032936806
2011/11/7,,-0.005930533,-0.007217347,-0.023592246,-0.002373367,,-0.017242666,-0.009144941,-0.004384753,,-0.008982282,-0.004938372,,-0.009636526,,-0.012753866
2011/11/8,,-0.002537571,0.006179321,-0.001500134,0.00824841,,0.010243509,-0.004661061,-0.002000772,,-0.000645625,-0.004752233,,-0.003269494,,-0.001174616
2011/11/9,,0.0022511,0.001279285,0.002185511,0.000416804,,-0.005088396,-0.001399209,-0.032293662,,0.009116077,0.006275973,,0.001409382,,0.008163552
2011/11/10,,-0.019159304,-0.001910723,-0.054178638,-0.016160926,,-0.040909297,-0.019214566,-0.033009677,,-0.011276726,-0.049926611,,-0.015864623,,-0.060072464
2011/11/11,,0.011472611,-0.000817072,0.014097068,0.047544781,,0.002367542,-0.000677939,0.019329107,,0.022099721,0.018371842,,0.008889653,,0.016836505
2011/11/14,,0.010485245,-0.003422865,0.051076472,-0.00493174,,0.04434501,0.008221344,-0.014922574,,0.013987379,0.038749217,,0.012140179,,0.044799363
2011/11/15,,-0.005426428,0.0006469,-0.016804196,0.004563744,,-0.007010092,-0.001986166,-0.000350504,,0.001768379,-0.011201791,,0.000884289,,-0.008347862
2011/11/16,,-0.005975756,-0.002920803,-0.017171928,-0.010200957,,-0.027927903,-0.00722079,-0.009536792,,-0.009882111,-0.005457973,,-0.003798596,,-0.012087215
2011/11/17,,0.001705986,0.001239545,0.006171277,0.004754233,,0.006882403,0.000492895,-0.011169512,,0.014684605,0.0087226,,0.007134571,,0.00849233
2011/11/18,,-0.008908987,-0.004306176,-0.019655921,-0.006320321,,-0.022388005,-0.009251668,-0.000771372,,-0.009552535,-0.009132423,,-0.012153263,,-0.013611592
2011/11/21,,-9.22E-05,-0.011773754,-0.008472579,-0.008347388,,-0.005965489,-0.004189458,-0.00309062,,-0.007486524,0.006849891,,-0.00445228,,0.007704802
2011/11/22,,-0.002746103,-0.004649991,-0.002530127,-0.000825255,,0.004874002,-0.017394427,-0.00769396,,-0.016546602,0.000117439,,-0.015523022,,0.000696475
2011/11/23,,-0.005342192,-0.002823465,-0.012092006,-0.008095032,,-0.016927587,-0.002310762,-0.010563456,,-0.01089853,-0.005568032,,-0.011211337,,-0.006107132
2011/11/24,,0.000282545,-0.001140651,0.001612232,-0.000675618,,0.016786027,-0.013667386,-0.009005508,,-0.018244619,-0.003416172,,-0.0212925,,-0.00314019
2011/11/25,,-0.004863127,-0.000889352,-0.014813594,-0.004566884,,-0.007715529,-0.000233093,-0.010278177,,-0.004048297,-0.003368379,,-0.007786746,,-0.011999112
2011/11/28,,0.001911375,0.009887443,0.032058635,-0.001039286,,0.029263564,0.007978966,-0.00386649,,0.007780098,0.017280755,,0.007163081,,0.021932094
2011/11/29,,0.004181452,0.001730959,0.001676559,0.005332953,,-0.004022672,0.005786073,0.00397018,,0.005674501,0.000101258,,0.003274117,,0.005227422
2011/11/30,,-0.004331212,-0.003449422,-0.016408586,0.004469509,,-0.01194019,-0.008284045,0.000998605,,-0.01277268,-0.007285974,,-0.014071968,,-0.008588243
2011/12/1,,0.022082736,0.007362303,0.060660788,0.014288496,,0.029989586,0.021089276,0.012515482,,0.026379605,0.029106519,,0.029374527,,0.04498728
2011/12/2,,0.002806738,-0.004139215,0.002021523,-0.005121042,,-0.00395956,-0.00593086,-0.002508363,,-0.001359895,-0.004806709,,-0.001026583,,-0.000485224
2011/12/5,,-0.001967146,0.005871135,-0.001754878,0.002565115,,0.001583925,0.001985092,0.004331799,,0.00632384,-0.003558558,,0.004951747,,-0.004943493
2011/12/6,,-0.003032082,0.000880214,-0.005473018,-0.014358086,,-0.007493786,-0.008105313,-0.001305825,,-0.004201669,-0.001998986,,-0.004683414,,-0.002690941
2011/12/7,,0.001264513,-0.000124018,0.011762546,0.001542644,,0.014886419,0.005538523,0.002286303,,0.006738818,0.011845287,,0.002847561,,0.009312761
2011/12/8,,-0.002556495,-0.001054282,-0.008075782,-0.003994185,,-0.00953434,-0.004682335,-0.003080164,,-0.006178035,-0.00334937,,-0.008126774,,-0.002784156
2011/12/9,,-0.001125904,0.014725949,-0.014061658,-0.000540561,,-0.020830188,0.00266863,-0.004224476,,-0.001536236,-0.006597563,,-0.000134207,,-0.007953559
2011/12/12,,-0.00078191,0.001607499,-0.006212268,-0.014680552,,-0.017760038,-0.013282405,-0.012545983,,-0.013471194,0.00174911,,-0.01291729,,-0.004443363
2011/12/13,,-0.006958409,-0.002253156,-0.011133108,0.003869919,,0.004467177,0.000944724,-0.007746184,,-0.005291695,-0.008539111,,0.001334007,,-0.01419038
2011/12/14,,-0.00874538,0.004218205,-0.00788596,-0.006006276,,-0.006084762,0.003480837,-0.001030224,,-0.004121784,-0.013396966,,0.001207579,,-0.025041406
2011/12/15,,-0.011501067,0.00126582,-0.042487685,-0.011506931,,-0.017306796,0.003249236,-0.016727959,,-0.002291558,-0.01681581,,-0.003975178,,-0.017878293
2011/12/16,,0.01151734,0.000867745,0.022646157,0.019016257,,0.018459604,0.005554876,0.010750901,,0.007108299,0.016467552,,0.006911984,,0.016802396
2011/12/19,,-0.00702195,0.001540383,-0.013628181,0.000639732,,-0.006865222,0.013877737,-0.004333287,,0.001060452,-0.013311911,,0.007199329,,-0.01126248
2011/12/20,,0.00093791,-0.000729016,0.002626212,0.002252618,,0.00367472,-0.001428458,-0.001591778,,-0.003868018,0.000857793,,-0.003851976,,-0.000465374
2011/12/21,,0.00537384,-0.006422488,0.015969207,0.001755457,,0.006615938,-0.001560138,0.001669346,,0.003678022,0.005201482,,0.002398134,,0.007855647
2011/12/22,,-0.002709776,0.001841308,0.00458192,-0.000250188,,0.004428093,0.006601578,0.000963124,,0.007333364,-0.001172757,,0.004883972,,-0.002292243
2011/12/23,,0.006819281,0.002628605,0.017407592,-0.005542536,,0.011216269,0.004369413,0.003294433,,0.006486458,0.010620944,,0.006387585,,0.008835261
2011/12/26,,-0.005982542,0.001082463,-0.012094357,-0.004678445,,-0.01410735,-0.00402751,-0.012919938,,-0.002153293,-0.014824595,,-0.001243434,,-0.023336313
2011/12/27,,0.003490257,-0.001111579,-0.002233483,2.76E-05,,0.002289569,0.001652338,0.002446857,,-0.005714642,0.004612707,,-0.004271498,,0.004711233
2011/12/28,,0.002893046,0.005214999,0.00171034,0.011691447,,0.006894576,0.024082429,0.017251147,,0.013602403,0.001289507,,0.012118548,,0.002820175
2011/12/29,,-0.003427177,0.000950833,-0.017124617,-0.001289008,,0.00118888,-0.00249451,-0.003652646,,-0.00237241,-0.007290464,,-0.001279886,,-0.012211136
2011/12/30,,-4.12E-05,0.002138459,0.019962709,0.006007103,,0.015301471,0.002292082,0.005390406,,0.005281679,0.013044745,,0.002127918,,0.015219919
2012/1/4,,0.003196488,0.004370434,0.008062022,-0.006312748,,0.001799373,0.007274682,0.002484966,,0.01076559,0.000931834,,0.01076844,,-0.001591283
2012/1/5,,0.002389038,-0.000191925,0.005075713,0.003835904,,0.012256498,-0.000995104,0.009415251,,0.002097383,0.003097122,,0.00234177,,0.006222436
2012/1/6,,-0.001915537,0.004204065,-0.002866414,0.017340019,,-0.001224372,-0.005870496,0.024924721,,-0.002326638,-0.006360361,,-0.002794378,,-0.008966215
2012/1/9,,0.001158511,2.62E-05,-0.007814071,0.004671551,,0.009150746,-0.00074873,0.003515538,,0.000653372,-0.004585433,,-0.003508447,,0.000611047
2012/1/10,,0.008739087,0.002542445,0.007100103,0.00343314,,-0.00264926,0.014039585,-0.000116122,,0.003339598,0.006867435,,0.006420461,,0.012550849
2012/1/11,,0.00955509,0.000163368,0.018165807,0.014373161,,-0.003184394,-0.001867814,0.003730652,,0.001671262,0.002966226,,0.001711632,,0.011732348
2012/1/12,,-0.001920844,0.003601661,0.009957161,0.000436166,,0.000566237,-0.010201331,-0.001997014,,-0.003906937,0.003834565,,-0.003879051,,0.008737295
2012/1/13,,-0.000130885,-0.006812772,0.011076403,-0.011901901,,0.000920872,-0.01210458,-0.004676255,,-0.011715057,0.005206338,,-0.008633469,,0.006348068
2012/1/16,,5.51E-05,-0.003914673,0.001794327,0.001573674,,-0.011985361,-0.013810722,0.003897276,,-0.014884093,-0.002670424,,-0.01259788,,-0.003246562
2012/1/17,,0.010210763,0.006490501,0.027842259,0.015487322,,0.028435599,0.012306802,0.010624178,,0.009399846,0.013424974,,0.006815703,,0.014544485
2012/1/18,,0.000224207,-0.000460256,-0.007943165,-0.000311064,,0.009625942,-0.005217252,0.003630591,,-0.007897778,0.007728804,,-0.005948926,,-0.001092581
2012/1/19,,-5.42E-05,0.000568775,0.019457704,0.003817029,,0.000642195,0.007779976,0.023026879,,0.00817774,0.014737527,,0.006561035,,0.01019528
2012/1/20,,0.000523845,0.003630472,0.002382413,-0.000382686,,0.014856208,0.011408754,0.006159816,,0.007021634,0.008053952,,0.009754431,,0.012000307
2012/1/30,,-0.00625133,0.009569988,-0.00689745,0.008288714,,0.007407512,0.002349704,0.005959702,,-0.00198126,0.000353238,,-0.000423773,,0.006325725
2012/1/31,,0.001876504,0.004559947,0.005442329,0.003237446,,0.0087124,-0.004149046,0.008475584,,-0.006090628,0.002409472,,-0.005050758,,0.007524687
2012/2/1,,-0.00505681,-0.002211415,-0.018376241,-0.007145021,,-0.005122211,0.008457487,-0.003891959,,0.004161255,-0.010631978,,0.004041526,,-0.017121336
2012/2/2,,0.002930606,-0.00106217,0.007125742,0.00104409,,0.000693567,0.002598145,-0.00447532,,0.009781984,0.006864697,,0.00726993,,0.010722715
2012/2/3,,-0.004252172,0.007696481,-0.000819752,0.000905597,,0.006330356,-0.001298119,-0.003286474,,-0.001063757,0.001329627,,0.000819483,,0.001275573
2012/2/6,,0.001752123,0.007838618,0.01155836,0.01278744,,0.006232605,0.019518677,0.016130854,,0.01010713,0.00813105,,0.011635442,,0.015203057
2012/2/7,,-0.004057545,0.003530781,-0.007903746,-0.008828995,,-0.007459344,-0.00502844,-0.004930373,,-0.004594671,-0.011019385,,-0.003332994,,-0.011300762
2012/2/8,,0.006535295,0.006231244,0.024070919,0.008971242,,0.015949403,0.007942734,0.005039082,,0.010267868,0.006714155,,0.013754041,,0.017100509
2012/2/9,,-0.0040897,-0.003372361,-0.00549941,-0.013112917,,-0.014932754,-0.006329802,-0.026486138,,0.001973513,-0.005002294,,-0.001598833,,-0.008159969
2012/2/10,,0.002651359,0.000949998,0.003977034,-0.003481364,,-0.006186145,-0.011224888,-0.002665127,,-0.007091566,0.000821898,,-0.00701136,,-0.000724015
2012/2/13,,-0.00174988,0.002199256,-0.012499172,-0.002101005,,0.001194196,0.012134186,0.00023635,,0.009561498,-0.004715134,,0.012253026,,-0.007349053
2012/2/14,,-0.003787546,-0.006201809,-0.010494811,-0.003793301,,-0.004211329,0.003976445,-0.015824576,,-0.001287077,-0.0110212,,-0.002258452,,-0.010291955
2012/2/15,,0.000577084,-0.002010854,0.005813336,-0.001641199,,-0.001993824,-0.000310038,0.003537198,,0.000107409,0.001242841,,-2.87E-05,,0.001232885
2012/2/16,,-0.004126552,6.98E-06,-0.018979261,-0.007190477,,-0.018018614,0.000398857,0.00982534,,-0.005189425,-0.018010303,,-0.005764832,,-0.020603556
2012/2/17,,0.00284815,0.001301408,0.009025421,-0.001101703,,0.009756406,0.01340074,0.000476093,,0.007335865,0.00101719,,0.010813661,,-0.000828534
2012/2/20,,-0.001991922,0.006535749,-0.006729991,0.003324938,,0.006195217,0.002191013,-0.00341224,,0.00529611,0.004685138,,0.002301692,,0.002403046
2012/2/21,,0.002859338,-0.001345113,0.011364467,0.005438574,,0.014173164,0.003311853,0.005235014,,0.003775461,0.008855133,,0.003051698,,0.011089305
2012/2/22,,0.004254246,-0.003454836,0.007166336,0.002702155,,0.000415001,-0.00452062,0.004909082,,-0.000305692,-0.000617637,,-0.001048891,,0.003224861
2012/2/23,,-0.001953632,0.001548793,-0.001023337,-0.000733181,,-0.002245802,0.002785519,-0.002224619,,-0.000677312,0.005094142,,0.001398922,,0.002263257
2012/2/24,,-0.002951265,0.001299281,-0.012666168,-9.13E-05,,0.002637206,0.000685304,-0.007326963,,-0.001459167,0.005443467,,-0.004345972,,-0.003349482
2012/2/27,,0.005338284,0.006501598,0.013368603,0.007898082,,0.010950623,0.00904121,-0.004955889,,0.004099269,0.009455622,,0.00561619,,0.009215669
2012/2/28,,0.000607704,0.005496794,0.010708574,0.001913081,,0.002204249,0.009787976,0.005320535,,0.00535201,0.009920025,,0.005951823,,0.011457828
2012/2/29,,-0.000756678,0.004596444,0.000465725,0.002764742,,-0.000853224,0.001037773,0.017428455,,-0.003133616,0.000336479,,-0.002504503,,0.001366494
2012/3/1,,-0.003543266,-0.003756114,-0.012937957,-0.008173857,,-0.000516773,-0.006475777,-0.001197525,,-0.011506533,-0.015955931,,-0.011301265,,-0.01505071
2012/3/2,,0.004914688,-0.000943347,0.01797117,0.00795642,,0.01566582,0.013064204,0.016348309,,0.005743152,0.008927678,,0.005486929,,0.01209713
2012/3/5,,-0.002454802,-0.00117097,-0.005422374,-0.011250448,,-0.006886088,0.008285743,-0.00173636,,0.00111588,-0.003365586,,0.001573558,,-0.003128278
2012/3/6,,-0.002881399,-0.003926223,-0.012330466,-0.000825112,,0.001888569,-0.000934377,-0.011046643,,-0.004118975,-0.013158119,,-0.005112953,,-0.016166829
2012/3/7,,-0.000913191,0.002274581,-0.014661532,-0.009904447,,-0.01471992,-0.007043433,-0.010861812,,-0.00593857,-0.015735467,,-0.004377197,,-0.014508301
2012/3/8,,-0.000466118,0.001582376,0.000973574,0.004712582,,-0.000969647,-0.005567414,0.001566991,,0.009061179,0.009433366,,0.005471935,,0.007829239
2012/3/9,,0.003013689,0.011523026,0.016116495,0.006382173,,0.021999476,0.017075186,0.016873237,,0.026882278,0.010053439,,0.023136673,,0.009626003
2012/3/12,,-0.006526602,0.004254708,0.001309989,-0.005491215,,0.00720781,-0.006047131,-0.00212687,,-0.004419941,-0.0032092,,-0.005189903,,0.001109297
2012/3/13,,0.007433334,0.001574468,0.007090313,0.003137493,,0.012849898,0.00354623,0.010181192,,0.007666302,0.00793346,,0.006543391,,0.009143052
2012/3/14,,-0.002044128,-0.004524909,-0.007921241,-0.013555588,,-0.004060666,0.005388056,-0.008585281,,-0.001347053,-0.009617936,,0.002527781,,-0.008057328
2012/3/15,,0.000529114,0.012510052,-0.001437124,-0.005493202,,0.006306026,0.001633821,-0.004789033,,0.003686012,-0.005104013,,0.003112379,,-0.00195225
2012/3/16,,0.001307979,0.006646977,0.005863606,-0.001370062,,-0.010153421,-0.001351189,-0.006793369,,0.001512178,0.011198481,,0.000218935,,0.007138762
2012/3/19,,0.000863431,-0.003903467,-0.007481024,-0.005588169,,-0.002485142,0.00293976,0.001193532,,0.003841701,-0.007218242,,0.003934406,,-0.006087769
2012/3/20,,7.27E-05,-0.004526101,0.001111702,0.008306694,,-0.001840907,-0.013091949,0.012149331,,-0.012757464,-0.000693629,,-0.012090861,,0.00107057
2012/3/21,,3.79E-05,0.000799728,0.000557572,0.006969517,,0.004348068,-0.000295433,-0.00049589,,-0.000992285,-0.007743618,,-0.000419143,,-0.003887794
2012/3/22,,-0.003255629,-0.001414588,-0.010644135,0.00019369,,-0.003825742,0.003786793,-0.014081407,,-0.002517937,-0.007374027,,-0.00227977,,-0.013214292
2012/3/23,,0.000403848,-0.002278991,0.004788387,0.004405933,,-0.002635555,0.018196471,0.004191814,,0.015801665,-0.000398953,,0.013092372,,0.003254134
2012/3/26,,0.001933047,-0.004995543,0.002612133,-0.001500753,,0.008817413,0.006512382,0.007919388,,0.014876481,-0.00173426,,0.008715242,,-0.009787136
2012/3/27,,0.000486539,-0.001516707,0.00867544,-0.001045121,,0.007974665,0.004665034,0.000250277,,-0.00278877,0.002820285,,-0.000804252,,0.009943828
2012/3/28,,-0.002762525,0.005151409,-0.010092845,-0.006796291,,-0.010760591,-0.000888483,-0.006631683,,-0.002660899,-0.008947432,,-0.00257596,,-0.011398753
2012/3/29,,-0.00080908,-0.010284546,-0.006321435,-0.000544889,,-0.012340339,-0.003874282,-0.000138201,,-0.005932222,-0.004720796,,-0.006186353,,-0.007101566
2012/3/30,,-0.00019616,-0.00221175,0.005217951,0.000794202,,-0.003679053,-0.007470792,-0.004084659,,-0.009426735,0.010469753,,-0.00839939,,0.007368386
2012/4/5,,-0.004189411,0.012434824,-0.001686553,-0.001712364,,0.005305512,0.043644068,-0.002511417,,0.035640734,-0.002159479,,0.033766709,,-0.003484449
2012/4/6,,0.006209994,-0.004350647,0.00687857,-0.003176874,,0.009374417,0.005976089,0.005848625,,0.010649911,0.00912661,,0.011609443,,0.012613917
2012/4/9,,-0.000903205,-2.74E-05,-0.008622431,-0.004278986,,-0.016517766,-0.0025254,0.004037709,,-0.00109921,-0.004782108,,0.000314374,,-0.001869887
2012/4/10,,-0.001776569,-0.002217096,-0.007340642,0.003157262,,-0.000772908,0.003124796,0.00187027,,0.007673924,0.000715984,,0.00713177,,-0.001751013
2012/4/11,,-0.004962481,-0.006116028,-0.024932504,0.008661812,,-0.007743114,-0.01599786,0.000331169,,-0.013100779,-0.010250632,,-0.014936782,,-0.013091327
2012/4/12,,0.001747644,0.001270955,0.006498169,0.005234557,,0.006872406,0.002347662,0.024685418,,0.002934833,0.013948391,,0.003775609,,0.010289414
2012/4/13,,0.001438773,-0.003749924,-0.003769981,-0.004308639,,-0.005146217,0.007116555,0.000707068,,0.005326281,0.002706929,,0.004563648,,0.001032948
2012/4/16,,-0.005068966,-0.004639745,-0.022134826,-0.003329506,,-0.000498142,-0.012716925,0.00552507,,-0.013634903,-0.008541828,,-0.011880527,,-0.012876707
2012/4/17,,0.00077898,0.000720337,-0.003495736,-0.002014763,,-0.004432785,0.009510096,-0.002561689,,0.000788679,0.002086591,,0.001409977,,0.001844949
2012/4/18,,0.003936306,0.000917605,0.022757305,-0.005203547,,0.011100765,-0.011218255,0.00582982,,-0.001315086,0.00778903,,-0.000359241,,0.010745927
2012/4/19,,-0.002165759,0.007057554,-0.002814062,-0.002225489,,-0.002632328,0.002778071,-0.000218958,,-0.001370916,-0.004320982,,0.000838725,,-0.003541915
2012/4/20,,0.000410504,-0.004813678,0.001501985,-0.000521796,,0.007300765,0.000740814,0.000838038,,-0.002410102,0.004341655,,-0.000651594,,0.003269039
2012/4/23,,0.000321407,-0.003048006,-0.007206693,-0.01156085,,-0.005327853,0.010612005,-0.004996098,,0.006613589,0.001144622,,0.008534047,,-0.002545487
2012/4/24,,0.003494477,-0.002539033,0.004260502,0.001928683,,-0.009291275,-0.006394459,0.00484914,,-0.010147314,-0.000579033,,-0.006386577,,0.000188737
2012/4/25,,8.76E-05,0.003083296,0.00050507,0.001427153,,-0.006021984,0.003991632,-0.001000107,,-0.002931455,-0.000743801,,0.00308941,,0.001242252
2012/4/26,,0.001699915,0.001541525,0.01175444,0.002531419,,0.008055222,-0.00735243,0.001622867,,0.001780276,0.004740261,,0.00034303,,0.007114252
2012/4/27,,-8.67E-05,0.002148469,0.003261961,-0.004106853,,-0.007870733,0.013509954,0.000517809,,0.000181949,0.000776245,,0.001481601,,0.000412725
2012/5/2,,0.007510311,-0.001560797,0.005252911,-0.000404147,,0.006151825,0.003432947,0.017116739,,-0.004967792,0.008452496,,-0.007633944,,0.005290481
2012/5/3,,0.000564685,-0.004315801,-0.010988283,-0.003590021,,-0.012748114,-0.006295512,-0.004739192,,-0.010860674,-0.007313235,,-0.010695796,,-0.008607586
2012/5/4,,-0.000429001,0.004270989,0.003626631,0.003528722,,-0.001022055,0.009510716,-0.005843449,,0.001812165,-0.001833211,,0.00169658,,-0.000310227
2012/5/7,,-0.003051216,-0.004301673,-0.011833613,-0.001988883,,-0.024345529,-0.013064078,-0.014430695,,-0.013003334,-0.005541415,,-0.010623055,,-0.009321089
2012/5/8,,-0.001881918,-0.000656354,0.001157238,-0.012226906,,-0.00407364,-0.004009459,0.001279393,,0.004358415,0.000474757,,0.004592796,,0.001421475
2012/5/9,,-0.004506312,-0.008353853,-0.004528738,0.002437297,,-0.00048586,-0.014740816,-0.009170211,,-0.002262406,-0.003097995,,-0.00224794,,-0.008084159
2012/5/10,,-0.000465092,0.001393278,0.006328049,0.002451786,,0.002887469,0.006137945,0.001171655,,0.009303263,-0.000795431,,0.006025043,,-0.00077727
2012/5/11,-0.022560388,-0.004132304,-0.004897912,-0.007446346,-0.003502192,,-0.014737705,-0.010355617,-0.009806237,,-0.024272939,-0.003222942,,-0.017419593,,-0.013646377
2012/5/14,-0.00483827,-0.004318872,-0.003465543,-0.018327471,-0.034720918,,-0.003119187,-0.032385449,-0.031178563,,-0.017949274,-0.005724705,,-0.017511817,,-0.007943173
2012/5/15,-0.022487538,0.001402953,0.003856459,-0.006321427,8.83E-05,,-0.006229398,0.00847622,-0.011153923,,-0.006727455,-0.002715499,,-0.003438674,,0.002799918
2012/5/16,-0.033545894,-0.006334579,-0.007483255,-0.023645195,-0.014473119,,-0.014272941,-0.025131342,-0.011711177,,-0.013529111,-0.013801886,,-0.013110491,,-0.010082665
2012/5/17,0.021250237,0.007979933,0.008410373,0.017685719,0.007314967,,0.013483341,0.026745837,0.002404342,,0.004309673,0.002065352,,0.008589624,,0.008051828
